City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
591,Pitelino,RU,2022-11-30 21:21:26,54.5777,41.8145,9.84,97,56,3.22
592,Santa Rosa Del Sur,CO,2022-11-30 21:21:27,7.9644,-74.0544,77.32,79,64,2.26
593,Guerrero Negro,MX,2022-11-30 21:21:28,27.9769,-114.0611,65.32,60,11,12.8
594,Carutapera,BR,2022-11-30 21:21:28,-1.195,-46.02,79.32,75,99,6.6
595,Port Hawkesbury,CA,2022-11-30 21:21:28,45.6169,-61.3485,37.58,78,100,10.0
596,Daru,PG,2022-11-30 21:21:29,-9.0763,143.2092,76.95,90,100,7.11
597,Faya,SA,2022-11-30 21:21:29,18.3851,42.4509,55.92,79,85,2.95
598,Charlottesville,US,2022-11-30 21:16:33,38.0293,-78.4767,61.45,39,0,6.91
599,Kimbe,PG,2022-11-30 21:20:45,-5.5502,150.1429,77.63,91,78,1.63
600,Rathdrum,US,2022-11-30 21:21:57,47.8137,-116.892,34.61,94,100,9.22
601,Latung,PH,2022-11-30 21:22:31,5.5,120.8833,80.71,80,95,9.6
602,Mildura,AU,2022-11-30 21:21:13,-34.2,142.15,59.07,78,4,15.59
603,Porto Novo,BJ,2022-11-30 21:20:09,6.4965,2.6036,79.72,80,47,6.4
604,Methala,IN,2022-11-30 21:22:32,10.2166,76.2166,77.0,94,86,3.62
605,Vila Velha,BR,2022-11-30 21:22:33,-20.3297,-40.2925,76.95,94,100,6.91
606,Bodden Town,KY,2022-11-30 21:22:33,19.2833,-81.25,86.0,68,20,10.36
607,Whitehorse,CA,2022-11-30 21:22:33,60.7161,-135.0538,-12.23,77,40,10.36
608,Litovko,RU,2022-11-30 21:22:34,49.2361,135.1742,-5.85,75,40,19.15
609,Nushki,PK,2022-11-30 21:22:34,29.5542,66.0215,54.32,30,100,0.92
610,Ozerna,UA,2022-11-30 21:22:35,49.6289,25.329,29.39,95,100,7.02
611,Thunder Bay,CA,2022-11-30 21:20:34,48.4001,-89.3168,22.98,63,100,20.71
612,Lakatoro,VU,2022-11-30 21:22:36,-16.0999,167.4164,83.53,76,96,11.27
613,Ndele,CF,2022-11-30 21:22:36,8.4109,20.6473,78.71,29,100,2.24
614,Juliaca,PE,2022-11-30 21:22:37,-15.5,-70.1333,66.18,8,0,12.66
615,Mabaruma,GY,2022-11-30 21:22:37,8.2,-59.7833,77.25,79,50,4.23
616,Vanimo,PG,2022-11-30 21:22:37,-2.6741,141.3028,77.45,89,100,5.19
617,Puro,PH,2022-11-30 21:22:38,12.4841,123.3827,79.57,86,100,12.68
618,Shibetsu,JP,2022-11-30 21:22:38,43.659,145.132,25.9,66,68,15.79
619,Penzance,GB,2022-11-30 21:22:39,50.1186,-5.5371,48.88,79,17,10.2
620,Jurm,AF,2022-11-30 21:22:39,36.8648,70.8342,44.82,46,100,3.22
621,Ciudad Bolivar,VE,2022-11-30 21:22:40,8.1222,-63.5497,85.12,51,77,10.22
622,Sao Joao Da Barra,BR,2022-11-30 21:22:40,-21.6403,-41.0511,75.29,90,100,16.82
623,Turayf,SA,2022-11-30 21:22:41,31.6725,38.6637,52.05,87,0,3.44
624,Syracuse,IT,2022-11-30 21:22:41,37.0881,15.2792,54.99,71,63,9.86
625,Nome,US,2022-11-30 21:22:42,64.5011,-165.4064,24.87,81,100,10.36
626,Redlands,US,2022-11-30 21:20:40,34.0556,-117.1825,65.55,58,0,5.75
627,Nyagan,RU,2022-11-30 21:21:18,62.1406,65.3936,0.77,98,96,1.79
628,Port Lincoln,AU,2022-11-30 21:21:12,-34.7333,135.8667,59.13,76,12,14.03
629,Aripuana,BR,2022-11-30 21:22:43,-9.1667,-60.6333,90.86,46,63,3.87
630,Catamarca,AR,2022-11-30 21:22:43,-28.4696,-65.7852,81.07,58,42,1.99
631,Okahandja,NA,2022-11-30 21:22:44,-21.9833,16.9167,82.63,25,88,2.64
632,Conceicao Do Araguaia,BR,2022-11-30 21:22:44,-8.2578,-49.2647,76.14,91,96,3.56
633,Port-Cartier,CA,2022-11-30 21:22:44,50.0334,-66.8654,28.08,71,100,16.26
634,Stornoway,GB,2022-11-30 21:22:45,58.2093,-6.3865,49.96,93,100,23.02
635,Bad Munstereifel,DE,2022-11-30 21:18:06,50.55,6.7667,41.86,96,100,4.07
636,Mongu,ZM,2022-11-30 21:22:46,-15.2484,23.1274,71.6,65,1,5.68
637,Golaesti,RO,2022-11-30 21:22:46,47.2333,27.7,35.17,86,100,8.05
638,Waw,SS,2022-11-30 21:22:47,7.7029,27.9953,83.39,36,100,4.41
639,Hamilton,US,2022-11-30 21:19:59,39.1834,-84.5333,39.83,50,0,14.97
640,Nuevitas,CU,2022-11-30 21:22:47,21.5453,-77.2644,82.04,66,5,11.79
641,Zhuanghe,CN,2022-11-30 21:22:48,39.7008,122.9911,20.71,38,15,7.85
642,Mandal,IN,2022-11-30 21:22:48,25.45,74.5667,58.01,44,0,1.21
643,Rock Springs,US,2022-11-30 21:22:49,41.5875,-109.2029,29.05,63,0,5.75
644,Labuhan,ID,2022-11-30 21:22:49,-6.8844,112.2051,76.66,84,100,11.03
645,Wenling,CN,2022-11-30 21:22:32,28.3669,121.36,42.44,85,100,14.67
646,Port Blair,IN,2022-11-30 21:21:54,11.6667,92.75,80.37,83,91,7.05
647,Portel,BR,2022-11-30 21:23:50,-1.9356,-50.8211,82.0,71,95,4.14
648,Dwarka,IN,2022-11-30 21:23:51,22.2394,68.9678,75.0,54,0,9.86
649,Jacqueville,CI,2022-11-30 21:23:51,5.2052,-4.4146,80.64,79,93,8.01
650,Fereydunshahr,IR,2022-11-30 21:23:52,32.941,50.121,38.88,50,73,3.18
651,Zeya,RU,2022-11-30 21:23:52,53.75,127.2667,-23.82,93,33,3.91
652,Puerto Del Rosario,ES,2022-11-30 21:23:52,28.5004,-13.8627,69.55,68,75,9.22
653,Esso,RU,2022-11-30 21:23:53,55.9333,158.7,16.75,98,99,1.41
654,Osmena,PH,2022-11-30 21:23:21,10.5208,119.9258,82.54,78,94,18.28
655,Maldonado,UY,2022-11-30 21:23:54,-34.6667,-54.9167,80.22,53,28,18.3
656,Luena,AO,2022-11-30 21:23:54,-11.7833,19.9167,61.97,96,96,2.28
657,Kozluk,TR,2022-11-30 21:23:54,38.1938,41.4885,48.45,75,29,5.7
658,Kouqian,CN,2022-11-30 21:23:55,43.6391,126.4578,4.12,66,77,13.38
659,Ilhabela,BR,2022-11-30 21:23:55,-23.7781,-45.3581,72.84,95,100,7.43
660,Humberto De Campos,BR,2022-11-30 21:23:56,-2.5983,-43.4611,79.29,74,81,6.71
661,Novaya Mayna,RU,2022-11-30 21:23:56,54.15,49.75,9.39,95,36,3.58
662,Nadvoitsy,RU,2022-11-30 21:23:57,63.8667,34.3167,22.53,95,100,4.9
663,Entre Rios,BR,2022-11-30 21:23:57,-11.9419,-38.0844,75.11,81,94,5.12
664,Grimstad,NO,2022-11-30 21:23:58,58.3405,8.5934,36.23,81,100,10.13
665,Hermosillo,MX,2022-11-30 21:23:58,29.0667,-110.9667,84.24,20,0,5.01
666,Umm Kaddadah,SD,2022-11-30 21:23:59,13.6017,26.6876,77.0,19,21,15.3
667,Oktyabrskoye,RU,2022-11-30 21:23:59,43.0645,44.7417,30.34,100,100,0.0
668,Lorengau,PG,2022-11-30 21:20:57,-2.0226,147.2712,81.77,77,97,4.25
669,Yangambi,CD,2022-11-30 21:24:00,0.8102,24.4336,68.02,99,87,1.66
670,Hami,CN,2022-11-30 21:21:54,42.8,93.45,10.99,22,83,1.54
671,General Roca,AR,2022-11-30 21:24:00,-39.0333,-67.5833,84.61,12,8,5.3
672,Pochutla,MX,2022-11-30 21:24:01,15.7432,-96.4661,87.82,57,24,7.14
673,Oskemen,KZ,2022-11-30 21:24:01,49.9565,82.6119,-22.04,75,75,2.24
674,Ola,RU,2022-11-30 21:24:02,59.5833,151.2833,23.14,79,100,20.71
675,Sabha,LY,2022-11-30 21:24:02,27.0377,14.4283,53.76,33,0,5.66
676,Ipora,BR,2022-11-30 21:24:03,-16.4419,-51.1178,71.98,82,63,5.57
677,Baiyin,CN,2022-11-30 21:24:03,36.5583,104.2081,15.28,32,72,1.25
678,Japura,ID,2022-11-30 21:24:04,-0.3167,102.35,72.97,99,100,3.0
679,Kuruman,ZA,2022-11-30 21:24:04,-27.4524,23.4325,78.91,31,94,7.94
680,Langsa,ID,2022-11-30 21:24:05,4.4683,97.9683,74.08,94,100,2.73
681,Zhanaozen,KZ,2022-11-30 21:24:05,43.3,52.8,27.93,35,100,9.06
682,Muravlenko,RU,2022-11-30 21:24:06,63.7898,74.523,-18.2,100,12,4.32
683,Mocuba,MZ,2022-11-30 21:24:06,-16.8392,36.9856,66.88,97,89,2.51
684,Carstairs,CA,2022-11-30 21:24:07,51.5668,-114.102,2.5,83,100,4.0
685,Kansanshi,ZM,2022-11-30 21:21:43,-12.0951,26.4273,62.02,93,80,2.33
686,Puksoozero,RU,2022-11-30 21:24:08,62.5903,40.6066,7.05,98,88,2.57
687,Sembe,CG,2022-11-30 21:21:46,1.6481,14.5806,70.02,99,100,0.94
688,Mangrol,IN,2022-11-30 21:24:09,21.1167,70.1167,72.55,40,0,9.91
689,Grosseto,IT,2022-11-30 21:24:09,42.8333,11.25,44.17,87,0,9.22
690,Kingman,US,2022-11-30 21:23:38,35.1894,-114.053,60.75,40,0,12.66
691,Champerico,GT,2022-11-30 21:24:10,14.3,-91.9167,91.94,73,17,8.28
692,Tarogong,ID,2022-11-30 21:24:11,-7.1902,107.8874,67.77,97,100,3.22
693,Minamiashigara,JP,2022-11-30 21:24:11,35.3193,139.099,53.02,75,100,6.04
694,Delta Del Tigre,UY,2022-11-30 21:25:12,-34.7633,-56.3853,79.21,65,100,10.36
695,Salalah,OM,2022-11-30 21:25:12,17.0151,54.0924,78.89,73,20,5.75
696,Alice Springs,AU,2022-11-30 21:21:21,-23.7,133.8833,58.55,58,0,0.0
697,Qasigiannguit,GL,2022-11-30 21:23:28,68.8193,-51.1922,23.25,94,100,9.8
698,Sumbe,AO,2022-11-30 21:25:13,-11.2061,13.8437,77.52,84,100,5.35
699,Neiafu,TO,2022-11-30 21:25:14,-18.65,-173.9833,83.08,83,20,8.05
